2011001	TL	SL4
2011002	TL	SL4
2011003	TL	SL4
2011004	TL	SL4
2011005	TL	SL4
2011006	TL	SL4
2011007	TL	SL4
2011008	TL	SL4
2011009	TL	SL4
2011010	TL	SL4
2011011	TL	SL4
2011012	TL	SL4
2011013	TL	SL4
2011014	TL	SL4
2011015	TL	SL4
2011016	TL	SL4
2011017	TL	SL4
2011018	TL	SL4
2011019	TL	SL4
2011020	TL	SL4
2011021	TL	SL4
2011022	TL	SL4
2011023	TL	SL4
2011024	TL	SL4
2011025	TL	SL4
2011026	TL	SL4
2011027	TL	SL4
2011028	TL	SL4
2011029	TL	SL4
2011030	TL	SL4
2011031	TL	SL4
2011032	TL	SL4
2011033	TL	SL4
2011034	TL	SL4
2011035	TL	SL4
2011036	TL	SL4
2011037	TL	SL4
2011038	TL	SL4
2011039	TL	SL4
2011040	TL	SL4
2011041	TL	SL4
2011042	TL	SL4
2011043	TL	SL4
2011044	TL	SL4
2011045	TL	SL4
2011046	TL	SL4
2011047	TL	SL4
2011048	TL	SL4
2011049	TL	SL4
2011050	TL	SL4
2011051	TL	SL4
2011052	TL	SL4
2011053	TL	SL4
2011054	TL	SL4
2011055	TL	SL4
2011056	TL	SL4
2011057	TL	SL4
2011058	TL	SL4
2011059	TL	SL4
2011060	TL	SL4
2011061	TL	SL4
2011062	TL	SL4
2011063	TL	SL4
2011064	TL	SL4
2011065	TL	SL4
2011066	TL	SL4
2011067	TL	SL4
2011068	TL	SL4
2011069	TL	SL4
2011070	TL	SL4
2011071	TL	SL4
2011072	TL	SL4
2011073	TL	SL4
2011074	TL	SL4
2011075	TL	SL4
2011076	TL	SL4
2011077	TL	SL4
2011078	TL	SL4
2011079	TL	SL4
2011080	TL	SL4
2011081	TL	SL4
2011082	TL	SL4
2011083	TL	SL4
2011084	TL	SL4
2011085	TL	SL4
2011086	TL	SL4
2011097	TL	SL4
2011098	TL	SL4
2011099	TL	SL4
2011100	TL	SL4
2011101	TL	SL4
2011102	TL	SL4
2011103	TL	SL4
2011104	TL	SL4
2011105	TL	SL4
2011106	TL	SL4
2011107	TL	SL4
2011108	TL	SL4
2011109	TL	SL4
2011110	TL	SL4
2011111	TL	SL4
2011112	TL	SL4
2011113	TL	SL4
2011114	TL	SL4
2011115	TL	SL4
2011116	TL	SL4
2011117	TL	SL4
2011118	TL	SL4
2011119	TL	SL4
2011120	TL	SL4
2011121	TL	SL4
2011122	TL	SL4
2011123	TL	SL4
2011124	TL	SL4
2011125	TL	SL4
2011126	TL	SL4
2011127	TL	SL4
2011128	TL	SL4
2011129	TL	SL4
AB_sa_1	AB	-
AB_sa_2	AB	-
AB_sa_3	AB	-
AB_sa_4	AB	-
AB_ZIRC_1	AB	-
AB_ZIRC_2	AB	-
AB_ZIRC_3	AB	-
AB_ZIRC_4	AB	-
H_LF_sa_1	HLF	-
H_LF_sa_2	HLF	-
H_LF_sa_3	HLF	-
H_LF_sa_4	HLF	-
Lon_sa_1	LON	-
Lon_sa_2	LON	-
Lon_sa_3	LON	-
Lon_sa_4	LON	-
MR1230	TL	SL2
MR1239	TL	SL2
MR1240	TL	SL2
MR1241	TL	SL2
MR1243	TL	SL2
MR1244	TL	SL2
MR1245	TL	SL2
MR1268	TL	SL2
MR1269	TL	SL2
MR1270	TL	SL2
mrf0107	TL	SL2
mrf0109	TL	SL2
mrf0110	TL	SL2
mrf0111	TL	SL2
mrf0112	TL	SL2
mrf0115	TL	SL2
mrf0116	TL	SL2
mrf0117	TL	SL2
mrf0118	TL	SL2
mrf0119	TL	SL2
mrf0121	TL	SL2
mrf0122	TL	SL2
mrf0123	TL	SL2
mrf0124	TL	SL2
mrf0126	TL	SL2
mrf0127	TL	SL2
mrf0128	TL	SL2
mrf0129	TL	SL2
mrf0131	TL	SL2
mrf0132	TL	SL2
mrf0133	TL	SL2
mrf0134	TL	SL2
mrf0135	TL	SL2
mrf0136	TL	SL2
mrf0138	TL	SL2
mrf0139	TL	SL2
mrf0140	TL	SL2
mrf0141	TL	SL2
mrf0142	TL	SL2
mrf0143	TL	SL2
mrf0144	TL	SL2
mrf0145	TL	SL2
mrf0148	TL	SL2
mrf0150	TL	SL2
mrf0151	TL	SL2
mrf0152	TL	SL2
mrf0153	TL	SL2
mrf0154	TL	SL2
mrf0155	TL	SL2
mrf0156	TL	SL2
mrf0157	TL	SL2
mrf0158	TL	SL2
mrf0159	TL	SL2
mrf0160	TL	SL2
mrf0162	TL	SL2
mrf0164	TL	SL2
mrf0165	TL	SL2
mrf0166	TL	SL2
mrf0167	TL	SL2
mrf0168	TL	SL2
mrf0169	TL	SL2
mrf0170	TL	SL2
mrf0172	TL	SL2
mrf0174	TL	SL2
mrf0176	TL	SL2
mrf0177	TL	SL2
mrf0178	TL	SL2
mrf0180	TL	SL2
mrf0181	TL	SL2
mrf0182	TL	SL2
mrf0183	TL	SL2
mrf0184	TL	SL2
mrf0185	TL	SL2
mrf0188	TL	SL2
mrf0191	TL	SL2
mrf0192	TL	SL2
mrf0193	TL	SL2
mrf0194	TL	SL2
mrf0195	TL	SL2
mrf0196	TL	SL2
mrf0197	TL	SL2
mrf0198	TL	SL2
mrf0199	TL	SL2
mrf0202	TL	SL2
